id,screen_name,name,friends_count,followers_count,statuses_count,verified,utc_offset,time_zone
877348335660683264,Gammajewels,Julie Larsen,2769,1938,9196,false,NULL,NULL
877348336524832769,rafeeq66,Milestone,344,308,17056,false,10800,Kuwait
877348338223501312,MaryuiG,Mariaiaia,1834,425,30405,false,-10800,Brasilia
877348338571517952,KevinBa24339289,Kevin Barnett,119,4,234,false,NULL,NULL
877348338810724353,NancycBa1,Nancy c Ballum,759,2409,171615,false,NULL,NULL
877348339242553344,MillarMatthews,Celebrity News Blog,7635,7039,262895,false,10800,Nairobi
877348339842523136,SimraanJoshi,Simran🇮🇳,1598,2244,72244,false,NULL,NULL
877348340484063232,iSundarK,Sundar K 🇮🇳,35,32,5005,false,19800,New Delhi
877348340408569857,bhushan_deshkar,Eɱɱı Kʌʌ Bhʌkt,97,634,9873,false,NULL,NULL
877348341130166274,RacingPigeonBas,RacingPigeon Basics,60,202,44262,false,NULL,NULL
877348341499035649,PKolasani,Pushpa Kolasani,1220,1233,47786,false,NULL,NULL
877348341473988609,gkamath,Ganesh Kamath 🐚,399,106,1077,false,19800,Chennai
877348341713182720,BbhaveshK,Bhavesh K,743,942,2206,false,19800,Kolkata
877348342040190976,Sra_Barahona,Mariel 🍎👩🏻‍🏫,497,288,2260,false,-21600,Mountain Time (US & Canada)
877348344179326976,Chris_Baeten,Chris Baeten,210,233,8848,false,-18000,Central Time (US & Canada)
877348344032485380,VivaLaDivaTracy,Tracy,823,6027,5107,false,-18000,Central Time (US & Canada)
877348344640806913,MorkHuntGA,Mork Hunt,19,2,23,false,NULL,NULL
877348344116498433,alexomari1,Alex Omari 🇰🇪,1811,1187,12164,false,10800,Nairobi
877348345857032195,Sasang_maghara,JoUrNeY,81,56,43,false,NULL,NULL
877348346507141121,asnmaok,MALINEE,91,28,15344,false,NULL,NULL
877348346180009984,sorryimxnatalie,natalie💗,1317,574,7045,false,-14400,Eastern Time (US & Canada)
877348346414944257,YayaTakeshi44,Genis V,151,160,4899,false,NULL,NULL
877348346247172097,JackieMcReath1,FREEDOM,3305,4675,238120,false,NULL,NULL
877348346461134851,guacamomole,extra guacamomole,480,7338,18961,false,-25200,Pacific Time (US & Canada)
877348346503057409,KellyNan316,nan316,1179,683,40293,false,NULL,NULL
877348348117647361,Mohamme34829378,Mohammed Hannan Ali,63,12,416,false,NULL,NULL
877348348579135488,sarah_alsaeedi,Thε $arah ♍,376,780,34227,false,10800,Riyadh
877348348348346369,mdmoes,ahmad mustapha,432,173,2666,false,NULL,NULL
877348349640187905,Servelan,Servelan,119,53,10810,false,NULL,NULL
877348349292101632,indiajobslist,India Jobs,73,134,9543,false,19800,New Delhi
877348350323900416,vicky160381,Gaurav,80,28,886,false,NULL,NULL
877348351653445634,Kiranku57298439,Kiranna M S,364,20,222,false,NULL,NULL
877348351133405184,hanna_cecy,Cecy Hanna,1160,365,13762,false,NULL,NULL
877348352244948998,rohiit_jain,RJ_tweets,240,114,8305,false,NULL,NULL
877348351309750277,MelissaKrapf,Melissa Krapf,236,91,531,false,NULL,NULL
877348353033588762,classichitsuk,CLASSIC HITS UK,183,313,175689,false,3600,London
877348352093966338,CurtisCastill19,Curtis Castillo,305,5,489,false,NULL,NULL
877348352169566208,Rynelaau78,laulau,732,2725,165677,false,NULL,NULL
877348352710516736,srswamy1968,S R Swamy,5000,1272,26783,false,19800,New Delhi
877348353343758336,NoJusticia,NoJusticiaNoPaz,3743,1170,64927,false,-14400,Eastern Time (US & Canada)
877348350638645252,Katheri32887194,Katherine Flores,225,2,357,false,NULL,NULL
877348353423675392,marineCfabre,Marine,182,191,7969,false,7200,Paris
877348351750148101,faith__almighty,Faith Almighty,280,130,3804,false,-25200,Pacific Time (US & Canada)
877348353524346880,59nathang,Nn Gn,60,104,26271,false,-7200,Greenland
877348354539175936,TINGoogleNews,TIN-Google News Feed,0,68,44877,false,-25200,Pacific Time (US & Canada)
877348354065178625,CathyGarside,Cathy Garside,231,1085,43923,false,NULL,NULL
877348355076116480,akelabhartiya,चतुर,146,217,29407,false,NULL,NULL
877348355755593728,hiphopphile_,arisa,266,280,14151,false,NULL,NULL
877348356447764480,nassirihamza51,hamza,316,45,315,false,NULL,NULL
877348356791701504,ExpoAnnouncer,The Biz Expos An,4824,15067,267021,false,3600,London
877348357261336577,margie311,m,351,250,27939,false,-18000,Central Time (US & Canada)
877348357714268161,AutomationGuide,Automation Guide,50,21,9864,false,-25200,Pacific Time (US & Canada)
877348357601153024,DCCareers1,DC Careers,0,11,13839,false,NULL,NULL
877348358163111936,lynnperry70,Lynn,711,766,17724,false,NULL,NULL
877348358548971520,randrewjordan,R A Jordan,87,12,645,false,NULL,NULL
877348358343475200,DVIINGENIERIA,Diseños Virtuales,66,1,508,false,-25200,Pacific Time (US & Canada)
877348359362625536,maquiblah,maquïtos,146,245,57520,false,32400,Osaka
877348359421345794,shulila27,TheraCoach,383,317,4256,false,NULL,NULL
877348359689961472,monusha67611661,monu sharma,171,0,3,false,NULL,NULL
877348359928922113,CandidateHunter,CandidateHunter,0,15,15189,false,NULL,NULL
877348360046354432,villupradeep,-விஜய் பிரதீப்-,1862,4647,19652,false,19800,Chennai
877348360172310528,MillarMatthews,Celebrity News Blog,7635,7039,262896,false,10800,Nairobi
877348361333948416,vinod_baadshah,NTR _ Virat Kohli,440,656,15572,false,19800,New Delhi
877348361300570112,ManasMangalam,Manas Mangalam Panda,74,25,12,false,NULL,NULL
877348360012918784,thaar,faris taiey,29687,30429,131546,false,10800,Baghdad
877348362239918080,soberfuturism,ale,416,2327,61905,false,-14400,Eastern Time (US & Canada)
877348362751815680,sumayyahakhter,Sumayyah ✨,183,354,6018,false,3600,London
877348363502366722,hiphopphile_,arisa,266,280,14152,false,NULL,NULL
877348363506790402,jeboillustrated,JEBO,280,47,7064,false,NULL,NULL
877348363645050881,prabhakarjha0,prabhakar jha,49,44,67,false,NULL,NULL
877348363997298688,EleonorahMarti1,Tools for Fools,127,33,914,false,NULL,NULL
877348362919452672,BuzzExpres,BuzzExpress,172,3231,63708,false,NULL,NULL
877348364001697792,LaughinHart,Martha Range,4997,2781,48908,false,-18000,America/Chicago
877348361829056515,carribablue,peter alexander,3094,1613,18647,false,3600,London
877348364328873984,AutoChelms,AUTOCONCEPTSCHELMS,3774,2347,302202,false,NULL,NULL
877348364848775169,vahsiN,Nishav Govind,4963,4390,136807,false,7200,Pretoria
877348365226262528,RB1UK,🇬🇧 Richard Bevan 🇬🇧,884,953,12270,false,NULL,NULL
877348364437921792,thaar,faris taiey,29687,30429,131547,false,10800,Baghdad
877348365993902080,angewick,Angela Jane fishwick,294,175,4088,false,NULL,NULL
877348365947854848,Efipedatorre,@,319,1061,33638,false,NULL,NULL
877348367017402368,rahul1521993,राहुल बंसल🇮🇳,281,717,112651,false,-25200,Pacific Time (US & Canada)
877348367684251648,jauregui_soul,D,209,1096,29321,false,NULL,NULL
877348368023928836,sactownhammer,Sam,2992,1131,45671,false,-25200,Pacific Time (US & Canada)
877348368065773568,naduiacc,Nadia ☪,335,281,19294,false,7200,Amsterdam
877348368120524802,DrSKTyagi_MCM,Dr SanjayKumar Tyagi,368,223,15085,false,NULL,NULL
877348366333562882,agusandujar,Agustina Andújar,2090,1461,14350,false,-10800,Buenos Aires
877348368023990273,JiveLocal,Jive Local,6180,16353,30627,false,-25200,Pacific Time (US & Canada)
877348368594329600,dheirajkapoor,Dheiraj Kapoor,4059,14775,10678,false,19800,New Delhi
877348368854294529,asnmaok,MALINEE,91,28,15345,false,NULL,NULL
877348368942497792,jessicaalve_s,Jessicat,241,225,5516,false,NULL,NULL
877348368447655936,ChiraqMusicPlug,MidWestMusicPlug 🔌,32091,37515,9206,false,-25200,Pacific Time (US & Canada)
877348369844379648,Raelyn31,RAMA,32,32,19,false,NULL,NULL
877348369873678336,MDearth1,HollandC,103,20,5752,false,NULL,NULL
877348368002932738,NEWS_WORLD_,NΞWS WORLD,523,2398,420070,false,-7200,Greenland
877348370154762240,ArwaFatihMekki,Arwa Mekki,404,791,3842,false,NULL,NULL
877348370234318848,Agateer,Mrs.❄️🇺🇸,435,340,7466,false,-25200,Pacific Time (US & Canada)
877348369143922689,StevenLucasMktg,StevenLucasMktg,6311,8792,7733,false,3600,London
877348370221871104,AsassyLady1,JustTeres,175,17,133,false,-14400,Eastern Time (US & Canada)
877348370842517508,sadiasabster,sad!a,99,34,933,false,-25200,Pacific Time (US & Canada)
877348371723427840,loumyangell,Dai❣,361,1996,8392,false,-25200,Pacific Time (US & Canada)
877348372243415040,SheSpeakDaTruth,chelsea 🇯🇲🌴,916,3220,67753,false,-14400,Eastern Time (US & Canada)
877348372788760577,F4RH4N_93,Farhan,320,21,1179,false,14400,Baku
877348373715615744,val_tigress,WhiteTigressVal,68,43,334,false,NULL,NULL
877348374269140993,Melicos,Cossins Music School,452,349,16222,false,7200,Amsterdam
877348374722232321,KevinLeeMorris,Kev,138,863,302,false,-21600,Mountain Time (US & Canada)
877348375279972352,kennethcoleslaw,kennethcoleslaw,727,79,9444,false,-36000,Hawaii
877348375464599552,sharwanthap,sharwan,161,110,46310,false,NULL,NULL
877348374906798084,Demis_fanboy,#demifanboy,1983,2781,16631,false,NULL,NULL
